winner,time,player_0_species,player_0_APM,player_0_attack,player_0_Ability,player_0_buildings,player_0_worker,player_0_nonworker,player_1_species,player_1_APM,player_1_attack,player_1_Ability,player_1_buildings,player_1_worker,player_1_nonworker
0,9.97,Z,184.0,9,64,11,15,8,T,198.0,24,86,19,12,9
0,10.68,T,81.0,0,69,18,17,12,P,144.0,2,49,19,10,6
1,9.98,T,129.0,8,73,16,14,12,P,129.0,0,33,13,8,4
0,9.2,Z,101.0,4,55,8,20,16,P,99.0,6,66,19,20,8
1,9.98,T,166.0,8,76,16,11,15,T,149.0,2,51,12,14,11
1,3.82,P,25.0,0,11,5,3,2,T,46.0,0,15,8,2,2
1,3.83,T,45.0,0,11,5,4,1,P,43.0,0,14,8,5,1
0,10.8,T,113.0,24,89,16,6,19,P,88.0,11,51,13,7,8
1,9.35,P,90.0,3,47,19,15,9,P,118.0,18,63,10,7,5
0,3.03,T,37.0,0,6,2,3,1,P,30.0,0,8,4,4,0
0,8.08,T,173.0,29,82,12,13,4,Z,172.0,38,84,9,10,12
1,10.52,Z,70.0,4,39,6,7,9,Z,120.0,2,50,9,23,10
0,9.98,T,98.0,14,105,13,13,10,Z,79.0,9,50,10,9,10
1,3.13,Z,128.0,0,12,5,4,2,Z,80.0,1,9,2,3,3
1,9.98,Z,110.0,1,40,11,10,12,T,142.0,18,85,21,14,12
1,10.42,T,83.0,31,87,12,9,12,T,132.0,16,106,21,21,14
1,6.93,Z,126.0,3,60,6,21,7,T,109.0,2,40,9,15,3
0,5.08,T,135.0,8,38,7,11,4,P,138.0,6,38,7,16,3
1,5.05,Z,105.0,4,29,5,10,6,P,236.0,4,33,9,11,1
0,3.02,Z,191.0,0,17,2,10,3,Z,223.0,0,14,2,7,4
0,9.98,Z,88.0,4,71,15,14,11,P,129.0,9,75,20,20,9
0,3.37,T,66.0,2,16,5,3,1,Z,106.0,0,15,3,4,7
1,9.98,Z,111.0,7,48,5,13,11,T,100.0,6,54,15,12,3
0,9.97,T,146.0,3,61,14,8,7,T,113.0,4,57,18,12,6
1,7.23,Z,88.0,2,42,5,15,8,Z,160.0,0,35,7,16,4
1,10.22,P,131.0,1,41,18,11,5,P,114.0,0,42,19,9,3
0,4.52,P,110.0,4,28,6,7,3,T,178.0,3,27,9,7,2
1,3.13,T,107.0,0,11,4,5,0,T,74.0,0,19,5,7,1
0,9.98,P,131.0,9,66,28,17,4,P,61.0,8,48,21,15,2
1,10.45,T,149.0,24,88,11,10,14,Z,118.0,8,66,16,14,13
0,8.18,P,131.0,17,63,15,18,8,P,122.0,0,48,17,16,5
0,8.93,T,160.0,14,67,18,7,7,Z,129.0,3,63,3,3,27
1,7.53,T,49.0,1,33,10,9,5,T,84.0,10,57,14,14,8
1,9.37,Z,88.0,8,56,7,17,12,Z,121.0,13,51,11,5,12
0,4.18,T,89.0,3,22,6,8,2,T,41.0,5,29,8,7,2
0,10.17,T,167.0,14,99,14,30,9,T,140.0,26,101,15,20,19
0,8.33,T,103.0,12,56,10,14,8,T,108.0,13,58,14,10,10
0,3.12,T,204.0,4,17,6,6,1,T,107.0,6,20,6,4,1
1,9.98,T,158.0,15,101,16,24,14,T,129.0,25,117,21,19,12
0,9.98,T,55.0,4,52,16,12,3,T,70.0,0,53,12,11,9
1,9.95,P,53.0,1,32,10,6,5,Z,65.0,4,63,13,23,10
1,9.98,T,172.0,5,64,14,8,15,T,79.0,29,87,17,13,8
1,10.47,Z,69.0,8,64,12,13,14,P,123.0,10,70,19,14,8
1,9.98,P,68.0,7,58,12,16,8,Z,79.0,10,59,8,9,15
1,5.0,P,98.0,5,30,8,15,1,T,92.0,1,30,13,7,4
1,9.65,P,93.0,15,57,12,14,2,P,118.0,31,73,11,12,4
0,4.65,T,104.0,7,31,3,10,3,P,148.0,3,25,5,9,2
0,7.77,P,273.0,22,64,15,20,1,P,139.0,6,41,11,11,5
1,5.98,P,123.0,4,34,14,11,3,Z,116.0,10,39,4,8,11
0,6.22,T,147.0,15,47,8,5,7,P,219.0,6,33,9,13,2
0,8.9,P,92.0,36,80,16,18,5,T,107.0,4,69,13,14,12
1,7.63,P,101.0,1,32,6,4,8,Z,82.0,3,33,6,7,11
0,9.97,T,69.0,10,61,11,7,15,T,85.0,1,43,18,7,6
0,6.4,T,131.0,18,62,11,12,9,T,147.0,10,53,10,13,6
0,9.95,T,67.0,1,40,12,7,7,P,57.0,0,30,10,10,7
0,9.98,Z,253.0,11,96,10,27,24,T,147.0,42,117,18,17,3
0,5.87,P,83.0,3,23,8,8,1,T,96.0,0,23,10,9,3
1,6.37,Z,149.0,10,42,4,10,9,T,114.0,3,40,9,8,6
1,10.35,P,74.0,6,63,20,15,4,Z,113.0,2,49,5,15,9
0,9.98,Z,108.0,14,61,5,6,25,T,111.0,22,66,14,5,13
0,3.78,P,97.0,1,16,5,7,2,T,127.0,2,15,5,5,0
1,4.75,Z,64.0,3,25,5,3,9,P,67.0,1,24,9,12,1
0,7.47,Z,105.0,9,50,8,15,7,P,110.0,3,49,14,20,5
1,8.22,P,88.0,0,22,16,5,1,T,97.0,1,61,22,17,8
0,9.98,Z,89.0,3,39,7,5,11,P,69.0,0,44,21,12,7
1,2.02,Z,109.0,0,10,3,4,1,Z,160.0,0,7,3,4,0
0,4.28,P,133.0,0,16,5,8,0,P,0.0,0,0,0,0,0
1,10.85,T,96.0,4,72,16,11,13,T,104.0,15,75,14,8,15
0,8.07,P,96.0,2,46,9,15,8,Z,83.0,0,47,7,15,8
1,10.92,T,154.0,5,70,16,11,19,Z,121.0,6,66,16,15,12
1,5.83,T,179.0,28,65,9,9,5,T,181.0,19,57,9,12,7
1,9.0,T,130.0,5,54,16,12,2,T,91.0,5,66,15,19,7
0,5.97,P,96.0,4,35,11,13,1,T,153.0,3,38,10,12,4
1,9.98,P,98.0,0,39,13,11,5,T,71.0,8,53,15,5,7
0,6.23,P,93.0,1,30,11,15,1,Z,84.0,5,34,5,13,6
0,9.98,Z,107.0,1,77,19,21,14,T,92.0,17,75,18,12,4
0,5.83,P,104.0,4,38,10,11,5,Z,113.0,7,29,2,10,8
1,4.68,Z,89.0,1,15,2,5,4,P,120.0,0,24,9,7,2
1,9.98,P,122.0,9,80,18,21,7,Z,178.0,10,73,8,19,18
1,8.8,T,149.0,5,62,14,16,10,T,106.0,27,79,9,11,8
1,9.98,T,110.0,12,77,20,10,5,Z,103.0,10,71,16,11,14
1,9.98,Z,204.0,11,78,15,17,15,P,132.0,2,92,27,28,8
0,4.37,T,108.0,9,25,6,5,3,Z,151.0,2,20,5,7,5
1,9.17,P,60.0,0,26,17,6,1,T,107.0,10,50,14,11,5
1,9.98,T,93.0,13,71,17,7,9,T,98.0,15,78,9,9,18
1,9.98,T,122.0,28,88,16,14,11,T,122.0,20,69,9,14,7
0,5.4,T,72.0,17,43,7,9,1,P,88.0,6,24,8,5,1
0,7.03,Z,77.0,5,36,5,10,11,Z,82.0,4,35,5,10,5
0,6.57,T,145.0,9,49,10,13,7,P,73.0,2,28,11,6,3
1,6.95,Z,111.0,4,48,8,19,9,Z,172.0,12,62,7,18,17
1,7.88,Z,42.0,1,52,9,16,11,P,86.0,5,49,15,7,6
1,7.72,T,108.0,14,63,8,19,5,T,84.0,0,57,13,12,4
1,8.8,Z,149.0,8,77,14,16,21,P,117.0,8,69,11,20,6
1,9.98,T,73.0,2,37,13,5,13,T,61.0,0,35,12,4,4
1,10.48,P,109.0,3,61,15,16,4,T,142.0,1,48,11,4,5
1,7.5,Z,135.0,8,47,6,16,9,P,153.0,8,67,12,25,6
1,9.5,T,119.0,2,52,15,11,7,P,113.0,3,56,16,22,9
1,8.23,T,88.0,0,37,10,9,6,Z,48.0,0,31,10,12,3
0,6.78,Z,90.0,5,39,5,11,10,T,174.0,7,53,15,12,3
1,7.52,T,39.0,2,19,9,3,0,P,70.0,3,33,12,9,4
0,7.47,P,88.0,0,25,14,10,0,Z,92.0,2,29,7,8,7
1,8.35,P,104.0,20,57,10,8,4,P,126.0,2,54,10,21,6
1,9.98,T,129.0,13,74,17,14,9,Z,138.0,8,82,13,32,14
1,8.72,T,126.0,25,80,9,15,16,P,170.0,23,80,16,27,5
0,9.98,Z,101.0,12,72,7,16,15,P,77.0,8,76,15,25,6
1,3.73,Z,50.0,3,5,0,0,2,P,114.0,1,21,10,4,4
0,10.52,Z,93.0,4,60,15,12,13,T,139.0,24,89,21,14,9
1,7.73,T,95.0,20,73,12,7,8,T,50.0,10,52,12,14,5
0,6.1,P,60.0,3,27,10,9,1,T,110.0,3,37,10,10,8
0,4.05,P,90.0,2,20,6,8,1,P,74.0,2,13,6,5,0
0,9.98,P,100.0,3,55,14,19,6,T,108.0,3,80,22,20,11
1,6.48,P,100.0,2,36,11,16,3,Z,67.0,5,36,6,10,6
1,5.62,Z,48.0,0,18,5,8,4,P,124.0,0,30,11,13,2
1,9.98,Z,172.0,20,85,10,17,18,Z,102.0,7,71,12,19,16
1,6.47,P,115.0,1,35,7,15,5,T,97.0,2,44,13,12,6
1,10.48,P,48.0,3,31,12,4,1,T,68.0,2,66,27,13,7
1,10.68,T,115.0,19,79,14,13,15,P,104.0,12,57,15,10,5
0,9.98,Z,77.0,25,73,10,12,14,P,94.0,13,52,11,7,5
0,6.42,P,171.0,5,32,9,9,3,Z,94.0,2,35,9,9,4
0,3.18,T,72.0,2,14,3,3,5,T,131.0,1,20,6,6,1
0,10.98,T,79.0,0,61,14,12,7,P,58.0,7,33,12,8,5
0,9.98,P,133.0,15,74,13,21,5,T,137.0,26,98,12,23,9
0,5.97,P,121.0,19,45,10,5,4,T,74.0,2,23,5,2,10
0,4.6,P,52.0,0,18,7,5,4,Z,150.0,0,19,4,9,2
0,5.2,T,145.0,11,41,11,6,6,P,71.0,4,24,9,6,1
0,9.98,Z,110.0,3,60,11,14,11,P,72.0,9,60,20,15,7
1,1.83,P,32.0,1,7,3,3,0,P,62.0,0,10,4,6,0
0,9.93,Z,95.0,2,64,8,16,13,T,71.0,5,57,13,10,8
1,7.67,P,90.0,1,34,10,9,3,P,64.0,0,23,13,5,3
0,5.4,P,89.0,3,28,11,8,2,T,40.0,2,27,8,7,4
0,10.6,Z,92.0,8,60,8,14,14,T,175.0,17,85,23,12,13
0,9.98,P,83.0,0,39,13,14,3,T,104.0,0,30,11,6,4
1,8.77,T,112.0,10,61,12,16,9,P,98.0,1,36,11,8,7
0,6.87,T,86.0,2,39,11,5,7,P,90.0,1,39,9,14,4
1,8.07,T,129.0,27,63,16,10,1,P,161.0,13,63,11,19,5
0,0.72,Z,139.0,0,1,0,0,1,Z,51.0,1,3,0,1,1
0,7.35,Z,151.0,20,69,6,14,16,Z,127.0,8,51,4,13,14
1,3.85,T,94.0,8,22,3,3,1,Z,84.0,0,7,2,2,3
0,6.08,P,74.0,10,57,5,11,2,P,136.0,3,21,7,5,2
0,9.97,P,54.0,1,49,16,16,7,P,81.0,2,53,23,11,5
0,10.08,Z,136.0,5,46,10,9,10,T,112.0,15,69,18,13,10
1,7.05,P,101.0,3,35,11,11,2,P,118.0,3,51,13,17,8
0,6.67,P,115.0,11,42,8,12,5,P,209.0,18,53,9,11,8
0,9.0,T,131.0,22,105,16,20,9,P,87.0,15,41,9,5,10
0,2.37,P,102.0,0,11,6,5,0,P,42.0,0,9,4,5,0
0,10.8,Z,125.0,1,82,16,26,13,P,77.0,6,69,15,13,8
1,9.98,T,180.0,16,112,16,29,10,T,163.0,13,99,20,22,12
1,3.13,Z,92.0,1,12,1,2,6,Z,79.0,5,18,2,3,6
1,4.07,P,105.0,0,18,7,5,2,Z,122.0,1,18,3,6,7
0,9.88,Z,136.0,2,82,16,20,10,P,82.0,4,52,11,12,8
0,4.25,P,166.0,0,18,8,4,1,T,133.0,2,29,8,11,2
0,10.12,T,100.0,8,87,18,13,11,Z,81.0,9,73,14,15,19
0,4.75,T,51.0,0,25,7,8,2,P,116.0,1,20,5,12,1
0,9.98,Z,187.0,27,83,9,14,19,P,119.0,25,100,20,20,5
1,8.93,T,120.0,13,60,15,11,5,T,143.0,19,73,15,9,10
0,9.98,T,112.0,5,57,15,11,7,T,88.0,4,68,23,14,9
1,9.98,T,73.0,12,63,13,18,13,P,133.0,9,66,14,20,8
1,9.98,P,122.0,4,64,21,21,4,Z,125.0,8,78,9,21,22
0,9.98,Z,89.0,3,52,16,7,11,T,118.0,18,73,13,14,7
1,7.77,Z,108.0,5,38,4,9,13,T,175.0,0,63,13,12,12
0,4.53,P,219.0,6,24,6,7,1,T,155.0,11,42,12,11,1
1,3.85,T,112.0,0,17,7,5,0,Z,148.0,3,25,4,10,5
0,9.98,Z,121.0,12,58,11,9,11,Z,128.0,4,50,13,10,11
1,6.43,Z,147.0,4,36,5,13,8,P,102.0,4,38,13,9,2
0,5.02,T,76.0,9,33,8,7,3,Z,128.0,5,25,4,5,6
1,6.5,T,91.0,2,31,10,2,5,T,83.0,1,23,11,6,1
1,9.97,Z,72.0,0,30,6,10,8,T,110.0,9,53,18,9,5
1,6.52,T,190.0,45,85,8,10,6,Z,199.0,19,61,7,13,12
0,7.83,T,77.0,1,45,18,13,5,T,103.0,1,40,16,13,3
0,6.75,T,86.0,1,48,12,10,1,Z,134.0,5,53,7,19,12
0,7.38,T,92.0,12,58,13,11,9,P,97.0,5,48,18,11,5
0,6.97,T,111.0,11,44,11,10,3,T,115.0,13,52,9,15,7
0,3.93,T,88.0,0,21,7,4,3,P,101.0,0,20,7,9,2
1,9.9,P,154.0,9,58,8,18,8,Z,70.0,2,49,8,11,14
1,9.98,Z,96.0,11,60,10,12,14,T,120.0,8,76,19,14,6
1,4.8,Z,215.0,9,35,2,7,14,T,271.0,27,60,5,11,9
1,6.78,T,105.0,10,43,5,14,7,T,167.0,13,55,9,15,9
1,6.07,T,72.0,2,25,10,4,3,Z,92.0,8,33,4,7,6
1,9.98,T,89.0,5,72,21,9,9,Z,116.0,11,67,13,14,14
1,9.98,Z,89.0,5,27,6,7,5,T,90.0,1,36,13,8,6
0,7.25,Z,167.0,8,47,9,13,7,P,132.0,8,50,12,15,5
1,8.58,Z,88.0,1,48,9,15,11,T,91.0,4,58,16,15,8
0,9.93,T,135.0,7,73,15,10,14,P,111.0,6,56,14,14,5
0,8.83,T,123.0,13,82,17,13,15,P,107.0,8,63,17,19,4
0,6.27,P,113.0,8,44,10,16,2,T,76.0,8,41,9,10,5
1,9.98,T,69.0,1,49,15,4,11,P,120.0,20,66,10,9,8
0,9.73,T,87.0,9,73,12,18,13,P,60.0,0,29,12,10,4
1,9.98,T,121.0,20,102,19,17,14,P,135.0,17,79,17,21,7
1,9.17,T,150.0,18,73,17,11,9,Z,206.0,13,74,8,15,22
0,4.45,T,106.0,11,29,4,9,1,T,137.0,6,35,7,11,2
0,9.83,Z,78.0,3,62,11,16,13,P,116.0,19,88,24,24,4
1,9.6,T,115.0,3,67,20,15,7,Z,141.0,3,46,12,13,7
1,9.98,T,71.0,4,39,12,8,8,T,60.0,2,39,9,9,6
0,4.77,T,73.0,0,21,8,8,0,T,74.0,0,8,4,3,1
0,6.17,T,134.0,6,47,13,10,6,Z,118.0,2,29,4,12,5
0,9.65,T,62.0,4,58,18,10,15,Z,114.0,1,41,8,9,11
0,9.98,P,65.0,1,35,15,9,5,T,62.0,0,40,19,10,3
1,2.52,T,143.0,0,17,3,5,1,T,188.0,0,11,5,6,0
1,4.43,T,171.0,3,23,7,7,1,Z,142.0,2,26,2,11,7
1,9.98,Z,147.0,2,59,13,21,12,T,158.0,4,72,18,17,5
0,1.55,Z,17.0,0,3,1,0,2,Z,136.0,0,4,2,2,0
0,9.97,Z,111.0,2,66,8,19,13,T,75.0,0,36,19,7,3
0,9.97,P,125.0,4,59,16,19,5,T,105.0,12,63,13,12,1
1,8.88,Z,98.0,22,80,10,17,15,P,149.0,18,85,17,24,8
1,5.58,T,147.0,0,12,5,3,2,T,117.0,1,30,10,9,4
0,5.93,P,82.0,17,37,5,10,4,P,65.0,10,28,6,4,2
0,4.03,P,89.0,1,19,9,8,0,P,46.0,0,18,6,6,3
1,7.65,Z,56.0,7,34,2,8,11,Z,112.0,9,50,7,12,16
0,7.23,T,105.0,18,58,9,12,4,Z,87.0,0,29,4,4,15
0,6.0,P,114.0,1,23,8,10,2,T,152.0,0,27,13,3,3
0,3.43,P,83.0,1,17,6,8,1,P,67.0,0,15,5,7,2
0,2.35,T,69.0,0,9,4,4,0,Z,0.0,0,0,0,0,0
1,6.1,Z,121.0,3,35,4,13,5,P,95.0,3,35,11,12,3
1,7.37,Z,76.0,2,41,8,12,8,P,81.0,4,35,14,10,4
0,9.9,T,99.0,10,85,16,25,7,P,129.0,9,52,13,8,5
1,0.65,P,80.0,0,2,0,2,0,P,138.0,0,0,0,0,0
0,3.77,P,148.0,0,23,6,11,3,Z,151.0,7,23,3,10,2
1,4.03,P,97.0,0,9,4,3,0,Z,85.0,0,16,3,5,7
1,6.8,T,52.0,4,47,12,10,4,Z,65.0,5,39,5,8,12
1,3.93,P,37.0,0,12,6,4,1,T,57.0,0,15,5,5,2
1,4.73,P,101.0,0,28,8,9,4,Z,86.0,2,16,3,4,6
0,9.68,T,146.0,3,68,12,18,8,T,100.0,8,67,20,7,15
0,5.25,Z,90.0,3,30,5,11,7,Z,11.0,0,9,2,3,3
0,6.47,Z,73.0,0,30,6,8,9,T,73.0,1,30,11,8,6
1,9.98,Z,133.0,10,65,8,14,13,Z,142.0,12,65,8,10,16
1,5.48,P,64.0,2,21,7,8,2,P,141.0,1,24,6,7,4
1,4.25,T,102.0,1,19,7,6,2,P,166.0,8,29,9,5,0
1,9.98,P,51.0,10,52,17,12,8,T,194.0,27,101,19,19,10
0,9.97,P,87.0,16,52,14,10,3,P,129.0,6,51,14,10,8
1,10.87,Z,98.0,10,57,9,10,15,Z,129.0,36,90,12,11,15
1,9.98,Z,125.0,15,101,20,26,19,T,140.0,18,109,21,24,10
0,8.6,T,177.0,18,97,12,22,12,T,123.0,15,65,10,17,11
0,3.6,P,109.0,0,17,4,11,0,Z,257.0,1,15,2,7,4
0,9.97,T,76.0,46,89,14,4,5,Z,72.0,14,86,7,22,13
1,4.67,P,80.0,2,31,11,6,3,P,60.0,1,24,7,11,1
1,5.77,Z,208.0,4,28,4,7,9,Z,112.0,5,34,4,12,8
0,6.5,T,123.0,10,40,4,10,7,T,88.0,4,36,8,9,9
0,9.98,Z,127.0,4,57,11,10,14,T,124.0,14,101,23,18,12
1,8.92,T,104.0,2,45,13,4,15,Z,129.0,3,47,14,9,11
0,4.25,P,102.0,0,24,7,12,1,Z,107.0,1,20,3,10,4
1,9.98,Z,130.0,10,74,16,17,21,T,212.0,35,99,16,22,3
0,9.98,P,89.0,1,51,15,14,7,T,76.0,2,61,16,12,14
1,9.32,Z,136.0,32,76,2,11,23,Z,174.0,17,67,4,12,27
0,10.87,Z,100.0,1,46,6,11,19,T,66.0,0,35,8,4,2
0,8.03,Z,109.0,3,32,3,9,8,Z,92.0,0,32,6,8,11
1,9.98,T,77.0,3,64,13,16,10,T,76.0,0,33,12,5,14
1,9.33,P,119.0,13,61,12,11,5,Z,94.0,1,57,12,22,10
0,9.98,Z,72.0,0,34,7,12,8,T,94.0,9,72,21,15,9
0,9.95,P,27.0,0,27,16,7,3,T,61.0,0,36,16,11,4
1,9.98,T,130.0,26,94,22,14,5,Z,164.0,19,95,17,19,18
1,9.98,T,83.0,9,60,13,14,8,Z,154.0,11,70,7,14,17
1,8.0,Z,90.0,6,43,7,11,6,Z,77.0,0,27,10,6,7
0,7.48,T,111.0,8,39,8,9,7,P,76.0,13,46,12,8,5
1,7.25,T,113.0,12,60,9,17,7,P,114.0,13,52,8,7,8
0,3.88,P,195.0,6,26,4,8,3,T,109.0,9,21,1,0,8
1,9.97,T,111.0,16,106,23,17,12,Z,71.0,10,69,12,14,16
1,8.02,Z,78.0,9,37,4,4,13,P,94.0,24,67,12,14,4
0,9.97,T,118.0,0,45,17,10,5,T,71.0,6,33,12,6,4
0,4.5,P,118.0,0,23,12,8,1,Z,109.0,0,15,6,6,2
1,9.97,Z,76.0,3,33,4,9,10,Z,72.0,2,53,5,11,18
0,7.27,Z,100.0,5,45,7,9,11,Z,91.0,10,40,4,11,10
1,10.68,T,64.0,7,42,11,5,8,Z,114.0,18,67,15,11,13
1,9.98,Z,161.0,6,88,13,31,19,T,193.0,29,128,21,27,11
0,7.07,Z,108.0,8,44,4,9,13,Z,118.0,15,55,6,8,21
1,3.95,T,198.0,6,23,7,6,2,Z,140.0,5,31,4,12,5
0,8.95,P,112.0,9,40,12,11,1,Z,108.0,10,57,10,16,12
1,9.98,T,119.0,12,92,18,30,10,Z,103.0,5,71,15,18,9
1,5.6,P,98.0,2,22,6,8,4,T,106.0,5,32,8,9,3
0,7.95,P,74.0,4,43,14,14,4,T,192.0,0,60,16,12,9
1,3.65,Z,88.0,0,9,3,2,3,Z,68.0,1,14,3,5,5
1,6.88,T,109.0,3,43,11,15,6,P,139.0,0,35,13,13,2
0,10.65,P,105.0,0,39,16,13,4,P,77.0,4,42,12,14,3
1,3.7,Z,143.0,0,13,2,8,3,Z,130.0,0,12,2,6,4
1,7.2,Z,88.0,5,30,5,3,14,Z,141.0,10,45,7,8,10
1,7.85,T,140.0,5,59,10,12,12,T,230.0,20,88,20,22,6
0,4.35,Z,120.0,5,33,4,7,8,Z,88.0,3,12,2,1,3
1,9.98,T,98.0,18,81,15,13,13,T,112.0,5,51,8,8,13
1,9.9,Z,162.0,4,54,8,12,14,P,131.0,13,70,18,17,6
0,10.53,T,96.0,7,79,16,25,7,T,121.0,16,99,18,15,20
0,8.9,Z,122.0,7,70,13,13,16,P,94.0,13,58,13,17,5
0,9.98,T,89.0,33,90,16,10,14,T,109.0,21,81,13,18,7
0,5.07,T,98.0,7,27,6,8,5,P,96.0,0,11,4,5,2
1,10.5,Z,106.0,4,46,9,13,10,Z,77.0,6,48,7,11,13
0,5.68,Z,113.0,8,38,7,8,9,T,161.0,9,42,8,10,2
0,9.98,Z,147.0,9,61,12,15,10,T,81.0,10,75,15,14,5
1,8.42,P,104.0,8,48,14,13,4,Z,151.0,8,65,6,21,14
1,7.58,T,92.0,13,53,9,13,2,Z,136.0,2,42,12,10,9
0,7.88,Z,68.0,5,43,7,9,9,Z,102.0,7,48,9,10,8
0,9.98,T,133.0,18,94,21,26,5,Z,120.0,10,65,8,16,17
1,9.2,T,154.0,18,93,21,17,8,P,154.0,12,78,16,20,6
0,6.32,Z,101.0,0,28,5,8,10,P,116.0,1,33,11,12,3
1,1.28,P,198.0,0,5,2,3,0,P,277.0,0,8,2,6,0
1,9.97,Z,97.0,0,51,6,17,11,T,159.0,23,95,21,22,10
1,4.72,T,99.0,1,18,6,5,2,T,111.0,5,22,5,4,4
0,9.98,T,141.0,10,80,17,19,5,T,105.0,12,68,13,12,5
0,4.98,P,119.0,0,14,10,3,0,T,130.0,2,28,10,7,3
0,7.32,Z,150.0,5,52,8,23,8,P,151.0,16,55,12,14,7
1,7.6,P,83.0,0,26,12,9,2,P,138.0,3,28,10,9,0
1,2.9,Z,57.0,0,9,0,5,3,Z,81.0,0,12,3,3,2
0,7.2,T,120.0,3,65,17,15,13,T,103.0,1,40,11,13,6
0,6.7,T,169.0,4,59,9,13,7,Z,124.0,8,38,4,6,10
1,2.8,Z,132.0,0,13,3,3,5,Z,249.0,0,12,0,1,8
0,7.03,T,59.0,0,28,8,4,9,P,21.0,0,19,12,4,3
1,8.18,Z,110.0,0,54,13,16,12,T,110.0,14,71,13,18,10
0,9.98,P,114.0,6,86,23,33,6,Z,140.0,7,92,13,29,19
0,5.18,T,81.0,1,39,9,15,1,Z,194.0,2,30,4,14,8
0,9.98,P,96.0,19,81,25,20,6,T,85.0,6,55,9,4,7
0,9.97,Z,89.0,11,69,11,14,14,T,138.0,15,80,14,8,9
1,9.98,T,89.0,0,64,16,17,10,P,105.0,4,45,24,9,2
1,4.85,P,67.0,0,17,12,4,0,Z,69.0,0,21,3,9,5
1,6.88,Z,88.0,0,32,7,11,4,T,71.0,7,47,7,9,3
0,5.75,P,93.0,5,26,8,7,3,Z,91.0,3,27,4,9,6
1,9.68,P,109.0,3,46,13,17,4,P,111.0,3,56,19,16,3
0,9.98,Z,166.0,15,66,9,14,15,T,188.0,19,121,19,13,32
1,5.05,T,92.0,12,29,6,8,2,T,117.0,0,46,6,4,8
1,4.57,T,97.0,0,11,5,2,0,P,105.0,0,21,5,13,0
0,7.03,T,114.0,16,62,12,15,3,Z,101.0,9,46,7,13,8
1,9.97,Z,136.0,14,77,11,24,12,T,180.0,34,140,25,26,16
1,7.12,Z,110.0,0,22,5,8,7,T,160.0,2,45,15,9,7
0,9.98,T,77.0,3,78,23,13,13,T,77.0,1,50,16,9,10
0,7.95,T,161.0,28,81,11,11,9,Z,179.0,3,67,15,17,15
1,9.97,P,114.0,8,46,10,11,4,P,65.0,5,55,18,11,4
1,6.12,Z,51.0,0,27,6,10,8,T,98.0,13,49,7,15,6
1,6.68,P,27.0,0,12,9,3,0,P,99.0,2,26,7,10,5
0,10.6,T,129.0,19,117,22,22,16,T,100.0,67,147,23,13,11
1,5.9,Z,109.0,12,49,6,7,11,T,159.0,14,52,12,11,7
0,8.38,T,179.0,34,105,16,24,5,Z,132.0,12,62,7,14,14
1,3.82,T,153.0,2,20,5,9,0,P,77.0,2,23,7,6,4
1,10.53,T,150.0,3,98,15,13,16,P,136.0,20,92,21,24,8
1,10.08,P,133.0,12,45,17,10,3,T,86.0,0,49,13,5,5
1,3.08,T,37.0,0,8,2,3,1,Z,136.0,0,9,2,3,4
1,2.08,Z,53.0,0,9,2,5,1,Z,86.0,0,6,2,2,2
0,4.55,T,147.0,6,29,7,9,3,P,112.0,9,41,7,11,2
0,9.98,P,150.0,7,96,24,26,11,T,108.0,6,69,17,13,13
0,1.9,P,81.0,0,6,3,3,0,P,58.0,0,6,2,4,0
1,10.2,P,103.0,25,103,21,24,8,T,124.0,22,97,16,17,17
0,7.17,P,61.0,1,33,11,15,3,P,56.0,1,31,15,4,2
0,6.05,T,139.0,3,33,9,9,3,P,61.0,3,22,9,4,4
0,9.63,Z,87.0,9,67,10,16,16,Z,126.0,13,62,5,15,20
0,6.33,P,93.0,4,26,9,5,5,Z,67.0,0,13,3,3,5
0,9.3,Z,135.0,8,83,10,19,20,T,123.0,17,88,16,20,4
0,2.98,Z,58.0,0,8,1,0,6,T,76.0,0,13,4,6,0
1,10.53,Z,134.0,19,64,3,12,26,Z,98.0,10,57,5,12,23
1,9.98,T,149.0,9,83,16,21,10,T,117.0,21,81,18,14,4
1,4.42,T,112.0,1,19,6,2,4,T,82.0,2,30,11,6,8
0,9.98,P,91.0,0,59,9,21,9,P,119.0,14,48,14,12,4
1,7.23,Z,116.0,1,31,6,7,15,P,104.0,0,27,9,10,3
0,3.52,P,152.0,0,23,8,9,2,T,68.0,0,14,5,5,2
1,9.97,P,71.0,1,36,15,11,4,T,81.0,0,56,14,19,3
0,9.85,T,57.0,3,52,20,8,7,T,59.0,0,51,18,6,7
0,9.97,Z,107.0,17,76,9,21,9,T,99.0,26,98,16,20,8
0,9.98,T,104.0,15,72,18,14,13,T,90.0,6,62,20,12,14
0,6.83,Z,106.0,0,36,4,12,9,Z,88.0,6,35,6,8,9
0,9.98,P,110.0,19,65,15,12,9,Z,72.0,3,51,11,11,12
0,1.03,Z,123.0,0,4,0,3,1,T,38.0,0,2,1,1,0
1,9.08,P,75.0,4,32,11,6,4,T,83.0,29,70,9,10,10
0,4.32,P,64.0,2,20,7,8,2,P,103.0,0,20,8,6,4
0,9.98,Z,121.0,8,53,9,14,14,T,118.0,13,78,17,8,8
1,3.18,T,149.0,0,15,4,7,2,T,146.0,0,14,3,5,3
